,full_name,age_201718,birthday,league_201718,season_201718,position_201718,Current Club_201718,minutes_played_overall_201718,nationality_201718,appearances_overall_201718,goals_overall_201718,assists_overall_201718,penalty_goals_201718,penalty_misses_201718,clean_sheets_overall_201718,conceded_overall_201718,yellow_cards_overall_201718,red_cards_overall_201718,goals_involved_per_90_overall_201718,assists_per_90_overall_201718,goals_per_90_overall_201718,min_per_goal_overall_201718,conceded_per_90_overall_201718,min_per_conceded_overall_201718,min_per_match_201718,min_per_card_overall_201718,min_per_assist_overall_201718,cards_per_90_overall_201718,rank_in_league_top_attackers_201718,rank_in_league_top_midfielders_201718,rank_in_league_top_defenders_201718,rank_in_club_top_scorer_201718,age_201819,league_201819,season_201819,position_201819,Current Club_201819,minutes_played_overall_201819,nationality_201819,appearances_overall_201819,goals_overall_201819,assists_overall_201819,penalty_goals_201819,penalty_misses_201819,clean_sheets_overall_201819,conceded_overall_201819,yellow_cards_overall_201819,red_cards_overall_201819,goals_involved_per_90_overall_201819,assists_per_90_overall_201819,goals_per_90_overall_201819,min_per_goal_overall_201819,conceded_per_90_overall_201819,min_per_conceded_overall_201819,min_per_match_201819,min_per_card_overall_201819,min_per_assist_overall_201819,cards_per_90_overall_201819,rank_in_league_top_attackers_201819,rank_in_league_top_midfielders_201819,rank_in_league_top_defenders_201819,rank_in_club_top_scorer_201819,age_201920,league_201920,season_201920,position_201920,Current Club_201920,minutes_played_overall_201920,nationality_201920,appearances_overall_201920,goals_overall_201920,assists_overall_201920,penalty_goals_201920,penalty_misses_201920,clean_sheets_overall_201920,conceded_overall_201920,yellow_cards_overall_201920,red_cards_overall_201920,goals_involved_per_90_overall_201920,assists_per_90_overall_201920,goals_per_90_overall_201920,min_per_goal_overall_201920,conceded_per_90_overall_201920,min_per_conceded_overall_201920,min_per_match_201920,min_per_card_overall_201920,min_per_assist_overall_201920,cards_per_90_overall_201920,rank_in_league_top_attackers_201920,rank_in_league_top_midfielders_201920,rank_in_league_top_defenders_201920,rank_in_club_top_scorer_201920
188,Federico Fernández,31,604022400,Premier League,2017/2018,Defender,Swansea City,2677,Argentina,30,1,1,0,0,7,41,5,0,0.07,0.03,0.03,2677,1.38,65,89,535,2677,0.17,241,227,100,10,31.0,Premier League,2018/2019,Defender,Newcastle United,1484.0,Argentina,19.0,0.0,1.0,0.0,0.0,4.0,22.0,2.0,0.0,0.06,0.06,0.0,0.0,1.33,67.0,78.0,742.0,1484.0,0.12,297.0,194.0,90.0,15.0,31.0,Premier League,2019/2020,Defender,Newcastle United,2618.0,Argentina,32.0,2.0,2.0,0.0,0.0,9.0,38.0,8.0,0.0,0.14,0.07,0.07,1309.0,1.31,69.0,82.0,327.0,1309.0,0.28,190.0,183.0,91.0,9.0
189,Fernando Llorente Torres,35,478224000,Premier League,2017/2018,Forward,Tottenham Hotspur,224,Spain,16,1,0,0,0,5,1,1,0,0.4,0.0,0.4,224,0.4,224,14,224,0,0.4,-1,-1,-1,9,35.0,Premier League,2018/2019,Forward,Tottenham Hotspur,683.0,Spain,20.0,1.0,4.0,0.0,0.0,7.0,8.0,2.0,0.0,0.66,0.53,0.13,683.0,1.05,85.0,34.0,342.0,171.0,0.26,133.0,2.0,-1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Fernando Luiz Rosa,35,484012800,Premier League,2017/2018,Midfielder,Manchester City,2885,Brazil,34,5,3,0,0,15,22,7,0,0.25,0.09,0.16,577,0.69,131,85,412,962,0.22,115,138,-1,8,35.0,Premier League,2018/2019,Midfielder,Manchester City,2381.0,Brazil,29.0,1.0,3.0,0.0,0.0,16.0,15.0,5.0,0.0,0.15,0.11,0.04,2381.0,0.57,159.0,82.0,476.0,794.0,0.19,228.0,132.0,-1.0,15.0,35.0,Premier League,2019/2020,Midfielder,Manchester City,2398.0,Brazil,30.0,0.0,1.0,0.0,0.0,12.0,23.0,10.0,2.0,0.04,0.04,0.0,0.0,0.86,104.0,80.0,218.0,2398.0,0.41,280.0,220.0,-1.0,19.0
191,Fikayo Tomori,23,882489600,Premier League,2017/2018,Defender,Chelsea,0,England,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,Premier League,2019/2020,Defender,Chelsea,1293.0,England,15.0,1.0,0.0,0.0,0.0,4.0,18.0,3.0,0.0,0.07,0.0,0.07,1293.0,1.25,72.0,86.0,431.0,0.0,0.21,197.0,419.0,75.0,12.0
192,Florent Hadergjonaj,26,775612800,Premier League,2017/2018,Defender,Huddersfield Town,1673,Switzerland,23,0,1,0,0,6,28,3,0,0.05,0.05,0.0,0,1.51,60,73,558,1673,0.16,296,191,139,14,26.0,Premier League,2018/2019,Defender,Huddersfield Town,1840.0,Switzerland,24.0,0.0,0.0,0.0,0.0,4.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,1.66,54.0,77.0,1840.0,0.0,0.05,329.0,376.0,135.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Florian Lejeune,29,674697600,Premier League,2017/2018,Defender,Newcastle United,2104,France,24,0,2,0,0,5,31,3,0,0.09,0.09,0.0,0,1.33,68,88,701,1052,0.13,363,139,88,22,29.0,Premier League,2018/2019,Defender,Newcastle United,1055.0,France,12.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,88.0,88.0,0.0,0.0,0.0,278.0,301.0,36.0,14.0,29.0,Premier League,2019/2020,Defender,Newcastle United,441.0,France,6.0,2.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.41,0.0,0.41,221.0,2.04,44.0,74.0,0.0,0.0,0.0,32.0,335.0,162.0,5.0
194,Fousseni Diabaté,25,813974400,Premier League,2017/2018,Midfielder,Leicester City,582,Mali,14,0,1,0,0,2,11,1,0,0.15,0.15,0.0,0,1.7,53,42,582,582,0.15,285,82,-1,11,25.0,Premier League,2018/2019,Midfielder,Leicester City,55.0,Mali,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,55.0,55.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Francis Coquelin,29,674092800,Premier League,2017/2018,Midfielder,Arsenal,164,France,7,0,0,0,0,3,5,0,0,0.0,0.0,0.0,0,2.74,33,23,0,0,0.0,-1,-1,-1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Francisco Femenía Far,29,665452800,Premier League,2017/2018,Midfielder,Watford,1715,Spain,23,1,1,0,0,7,31,2,0,0.1,0.05,0.05,1715,1.63,55,75,858,1715,0.1,214,204,-1,15,29.0,Premier League,2018/2019,Midfielder,Watford,2045.0,Spain,29.0,1.0,1.0,0.0,0.0,5.0,38.0,1.0,0.0,0.09,0.04,0.04,2045.0,1.67,54.0,71.0,2045.0,2045.0,0.04,240.0,216.0,-1.0,12.0,29.0,Premier League,2019/2020,Midfielder,Watford,2241.0,Spain,28.0,0.0,0.0,0.0,0.0,4.0,44.0,5.0,0.0,0.0,0.0,0.0,0.0,1.77,51.0,80.0,448.0,0.0,0.2,401.0,366.0,-1.0,24.0
197,Fraser Forster,32,574560000,Premier League,2017/2018,Goalkeeper,Southampton,1800,England,20,0,0,0,0,4,29,0,0,0.0,0.0,0.0,0,1.45,62,90,0,0,0.0,317,408,121,19,32.0,Premier League,2018/2019,Goalkeeper,Southampton,90.0,England,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,90.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,29.0,32.0,Premier League,2019/2020,Goalkeeper,Southampton,0.0,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
198,Freddie Ladapo,27,728524800,Premier League,2017/2018,Forward,Crystal Palace,16,England,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0,5.63,16,16,0,0,0.0,-1,-1,-1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Freddie Woodman,23,857433600,Premier League,2017/2018,Goalkeeper,Newcastle United,0,England,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,23.0,Premier League,2018/2019,Goalkeeper,Newcastle United,0.0,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Fredrik Ulvestad,28,708739200,Premier League,2017/2018,Midfielder,Burnley,0,Norway,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Gabriel Jesus,23,860025600,Premier League,2017/2018,Forward,Manchester City,1672,Brazil,29,13,3,0,2,14,11,6,0,0.86,0.16,0.7,129,0.59,152,58,279,557,0.32,5,73,-1,3,23.0,Premier League,2018/2019,Forward,Manchester City,1019.0,Brazil,29.0,7.0,3.0,1.0,0.0,16.0,11.0,1.0,0.0,0.88,0.26,0.62,146.0,0.97,93.0,35.0,1019.0,340.0,0.09,6.0,33.0,-1.0,4.0,23.0,Premier League,2019/2020,Forward,Manchester City,2026.0,Brazil,34.0,14.0,7.0,0.0,1.0,15.0,10.0,3.0,0.0,0.93,0.31,0.62,145.0,0.44,203.0,60.0,675.0,289.0,0.13,10.0,19.0,-1.0,3.0
202,Gaëtan Bong Songo,32,577929600,Premier League,2017/2018,Defender,Brighton & Hove Albion,2238,Cameroon,25,0,0,0,0,6,35,2,0,0.0,0.0,0.0,0,1.41,64,90,1119,0,0.08,287,387,110,18,32.0,Premier League,2018/2019,Defender,Brighton & Hove Albion,1805.0,Cameroon,22.0,0.0,0.0,0.0,0.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,56.0,82.0,0.0,0.0,0.0,401.0,336.0,132.0,18.0,32.0,Premier League,2019/2020,Defender,Brighton & Hove Albion,55.0,Cameroon,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,28.0,14.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,17.0
203,Gareth Barry,39,351734400,Premier League,2017/2018,Midfielder,West Bromwich Albion,1926,England,25,1,1,0,0,5,32,4,0,0.09,0.05,0.05,1926,1.5,60,77,482,1926,0.19,207,195,-1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Gareth McAuley,41,313200000,Premier League,2017/2018,Defender,West Bromwich Albion,456,Northern Ireland,9,0,0,0,0,1,15,0,0,0.0,0.0,0.0,0,2.96,30,51,0,0,0.0,263,288,176,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Gary Cahill,34,503798400,Premier League,2017/2018,Defender,Chelsea,2084,England,27,0,0,0,0,12,21,2,1,0.0,0.0,0.0,0,0.91,99,77,695,0,0.13,352,252,42,21,34.0,Premier League,2018/2019,Defender,Chelsea,22.0,England,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,15.0,34.0,Premier League,2019/2020,Defender,Crystal Palace,2168.0,England,25.0,0.0,1.0,0.0,0.0,7.0,33.0,1.0,0.0,0.04,0.04,0.0,0.0,1.37,66.0,87.0,2168.0,2168.0,0.04,336.0,234.0,106.0,17.0
206,Geoff Cameron,35,489888000,Premier League,2017/2018,Defender,Stoke City,1525,USA,20,0,0,0,0,3,30,2,0,0.0,0.0,0.0,0,1.77,51,76,763,0,0.12,312,373,168,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,George Thomas,23,859161600,Premier League,2017/2018,Midfielder,Leicester City,0,Wales,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Georges-Kevin N'Koudou Mbida,25,792633600,Premier League,2017/2018,Forward,Burnley,224,France,9,0,0,0,0,2,2,1,0,0.0,0.0,0.0,0,0.8,112,25,224,0,0.4,-1,-1,-1,13,25.0,Premier League,2018/2019,Forward,Tottenham Hotspur,4.0,France,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,22.5,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,-1.0,-1.0,-1.0,18.0,25.0,Premier League,2019/2020,Forward,Tottenham Hotspur,2.0,France,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,18.0
209,Georginio Wijnaldum,30,658281600,Premier League,2017/2018,Midfielder,Liverpool,2387,Netherlands,33,1,2,0,0,16,20,1,0,0.11,0.08,0.04,2387,0.75,119,72,2387,1194,0.04,229,154,-1,8,30.0,Premier League,2018/2019,Midfielder,Liverpool,2735.0,Netherlands,35.0,3.0,0.0,0.0,0.0,21.0,15.0,3.0,0.0,0.1,0.0,0.1,912.0,0.49,182.0,78.0,912.0,0.0,0.1,164.0,416.0,-1.0,8.0,30.0,Premier League,2019/2020,Midfielder,Liverpool,2948.0,Netherlands,37.0,4.0,0.0,0.0,0.0,14.0,28.0,0.0,0.0,0.12,0.0,0.12,737.0,0.85,105.0,80.0,0.0,0.0,0.0,134.0,311.0,-1.0,7.0
210,Gerard Deulofeu,26,763516800,Premier League,2017/2018,Forward,Watford,438,Spain,7,1,0,0,0,2,3,0,0,0.21,0.0,0.21,438,0.62,146,63,0,0,0.0,91,275,-1,11,26.0,Premier League,2018/2019,Forward,Watford,2082.0,Spain,30.0,10.0,5.0,0.0,0.0,6.0,28.0,3.0,0.0,0.65,0.22,0.43,208.0,1.21,74.0,69.0,694.0,416.0,0.13,29.0,59.0,-1.0,1.0,26.0,Premier League,2019/2020,Forward,Watford,2109.0,Spain,28.0,4.0,5.0,1.0,0.0,9.0,32.0,3.0,0.0,0.38,0.21,0.17,527.0,1.37,66.0,75.0,703.0,422.0,0.13,102.0,45.0,-1.0,4.0
211,Glen Johnson,36,462067200,Premier League,2017/2018,Defender,Stoke City,549,England,9,0,0,0,0,0,14,3,0,0.0,0.0,0.0,0,2.3,39,61,183,0,0.49,315,389,174,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Glenn Murray,37,433296000,Premier League,2017/2018,Forward,Brighton & Hove Albion,2197,England,35,12,0,4,2,8,35,9,0,0.49,0.0,0.49,183,1.43,63,63,244,0,0.37,20,361,-1,1,37.0,Premier League,2018/2019,Forward,Brighton & Hove Albion,2513.0,England,38.0,13.0,1.0,4.0,0.0,7.0,44.0,5.0,0.0,0.5,0.04,0.47,193.0,1.58,57.0,66.0,503.0,2513.0,0.18,24.0,227.0,-1.0,1.0,37.0,Premier League,2019/2020,Forward,Brighton & Hove Albion,786.0,England,23.0,1.0,1.0,0.0,0.0,5.0,9.0,0.0,0.0,0.23,0.11,0.11,786.0,1.03,87.0,34.0,0.0,786.0,0.0,148.0,123.0,-1.0,10.0
213,Glyn Oliver Myhill,38,405648000,Premier League,2017/2018,Goalkeeper,West Bromwich Albion,90,Wales,1,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0,1.0,90,90,90,0,1.0,-1,-1,-1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Gnégnéri Yaya Touré,37,421632000,Premier League,2017/2018,Midfielder,Manchester City,228,Côte d'Ivoire,10,0,2,0,0,5,2,1,0,0.79,0.79,0.0,0,0.79,114,23,228,114,0.39,-1,-1,-1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Grady Diangana,22,892944000,Premier League,2017/2018,Midfielder,West Ham United,0,England,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,22.0,Premier League,2018/2019,Midfielder,West Ham United,604.0,England,17.0,0.0,1.0,0.0,0.0,2.0,11.0,0.0,0.0,0.15,0.15,0.0,0.0,1.64,55.0,36.0,0.0,604.0,0.0,298.0,89.0,-1.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Granit Xhaka,28,717552000,Premier League,2017/2018,Midfielder,Arsenal,3266,Switzerland,38,1,7,0,0,13,46,10,0,0.22,0.19,0.03,3266,1.27,71,86,327,467,0.28,239,64,-1,14,28.0,Premier League,2018/2019,Midfielder,Arsenal,2502.0,Switzerland,29.0,4.0,2.0,0.0,0.0,7.0,35.0,10.0,0.0,0.22,0.07,0.14,626.0,1.26,71.0,86.0,250.0,1251.0,0.36,127.0,183.0,-1.0,6.0,28.0,Premier League,2019/2020,Midfielder,Arsenal,2590.0,Switzerland,31.0,1.0,2.0,0.0,0.0,10.0,31.0,10.0,0.0,0.1,0.07,0.03,2590.0,1.08,84.0,84.0,259.0,1295.0,0.35,241.0,179.0,-1.0,16.0
217,Grzegorz Krychowiak,30,633571200,Premier League,2017/2018,Midfielder,West Bromwich Albion,1643,Poland,27,0,2,0,0,7,28,2,0,0.11,0.11,0.0,0,1.53,59,61,822,822,0.11,279,118,-1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Guido Marcelo Carrillo,29,675129600,Premier League,2017/2018,Forward,Southampton,451,Argentina,7,0,1,0,0,1,8,0,0,0.2,0.2,0.0,0,1.6,56,64,0,451,0.0,265,57,-1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Gylfi Sigurdsson,31,621216000,Premier League,2017/2018,Midfielder,Everton,2262,Iceland,27,4,3,0,0,6,37,2,0,0.28,0.12,0.16,566,1.47,61,84,1131,754,0.08,116,112,-1,4,31.0,Premier League,2018/2019,Midfielder,Everton,3134.0,Iceland,38.0,13.0,6.0,2.0,3.0,14.0,40.0,3.0,0.0,0.55,0.17,0.37,241.0,1.15,78.0,82.0,1045.0,522.0,0.09,43.0,86.0,-1.0,2.0,31.0,Premier League,2019/2020,Midfielder,Everton,2562.0,Iceland,35.0,2.0,3.0,1.0,0.0,9.0,41.0,3.0,0.0,0.18,0.11,0.07,1281.0,1.44,62.0,73.0,854.0,854.0,0.11,196.0,122.0,-1.0,6.0
220,Hal Robson-Kanu,31,611712000,Premier League,2017/2018,Forward,West Bromwich Albion,828,Wales,21,2,0,0,0,7,10,3,1,0.22,0.0,0.22,414,1.09,83,39,207,0,0.43,83,325,-1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Hamza Choudhury,23,875664000,Premier League,2017/2018,Midfielder,Leicester City,332,England,8,0,1,0,0,1,9,1,0,0.27,0.27,0.0,0,2.44,37,42,332,332,0.27,255,26,-1,14,23.0,Premier League,2018/2019,Midfielder,Leicester City,596.0,England,9.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,149.0,66.0,0.0,0.0,0.0,275.0,297.0,-1.0,23.0,23.0,Premier League,2019/2020,Midfielder,Leicester City,889.0,England,20.0,1.0,1.0,0.0,0.0,7.0,10.0,4.0,1.0,0.2,0.1,0.1,889.0,1.01,89.0,44.0,222.0,889.0,0.4,157.0,134.0,-1.0,11.0
222,Harry Arter,30,630806400,Premier League,2017/2018,Midfielder,AFC Bournemouth,962,Republic of Ireland,13,1,0,0,0,3,12,4,0,0.09,0.0,0.09,962,1.12,80,74,241,0,0.37,157,343,-1,13,30.0,Premier League,2018/2019,Midfielder,Cardiff City,2008.0,Republic of Ireland,25.0,0.0,1.0,0.0,0.0,7.0,37.0,10.0,0.0,0.04,0.04,0.0,0.0,1.66,54.0,80.0,201.0,2008.0,0.45,304.0,221.0,-1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Harry Kane,27,743817600,Premier League,2017/2018,Forward,Tottenham Hotspur,3083,England,37,30,2,2,1,16,30,5,0,0.93,0.06,0.88,103,0.88,103,83,617,1542,0.15,3,185,-1,1,27.0,Premier League,2018/2019,Forward,Tottenham Hotspur,2427.0,England,28.0,17.0,4.0,4.0,0.0,10.0,28.0,5.0,0.0,0.78,0.15,0.63,143.0,1.04,87.0,87.0,485.0,607.0,0.19,5.0,94.0,-1.0,1.0,27.0,Premier League,2019/2020,Forward,Tottenham Hotspur,2590.0,England,29.0,18.0,2.0,2.0,0.0,6.0,34.0,4.0,0.0,0.69,0.07,0.63,144.0,1.18,76.0,89.0,648.0,1295.0,0.14,8.0,169.0,-1.0,1.0
224,Harry Maguire,27,731289600,Premier League,2017/2018,Defender,Leicester City,3420,England,38,2,4,0,0,9,57,7,0,0.16,0.11,0.05,1710,1.5,60,90,489,855,0.18,223,117,133,7,27.0,Premier League,2018/2019,Defender,Leicester City,2599.0,England,31.0,3.0,0.0,0.0,0.0,7.0,36.0,7.0,1.0,0.1,0.0,0.1,866.0,1.25,72.0,84.0,325.0,0.0,0.28,165.0,299.0,78.0,5.0,27.0,Premier League,2019/2020,Defender,Manchester United,3420.0,England,38.0,1.0,1.0,0.0,0.0,13.0,32.0,6.0,0.0,0.05,0.03,0.03,3420.0,0.84,107.0,90.0,570.0,3420.0,0.16,245.0,238.0,20.0,8.0
225,Harry Souttar,22,909014400,Premier League,2017/2018,Defender,Stoke City,0,Scotland,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Harry Winks,24,823219200,Premier League,2017/2018,Midfielder,Tottenham Hotspur,771,England,16,0,1,0,0,6,7,0,0,0.12,0.12,0.0,0,0.82,110,48,0,771,0.0,373,108,-1,17,24.0,Premier League,2018/2019,Midfielder,Tottenham Hotspur,1591.0,England,26.0,1.0,0.0,0.0,0.0,10.0,16.0,4.0,0.0,0.06,0.0,0.06,1591.0,0.91,99.0,61.0,398.0,0.0,0.23,207.0,335.0,-1.0,9.0,24.0,Premier League,2019/2020,Midfielder,Tottenham Hotspur,2226.0,England,31.0,0.0,0.0,0.0,0.0,7.0,29.0,9.0,0.0,0.0,0.0,0.0,0.0,1.17,77.0,72.0,247.0,0.0,0.36,415.0,392.0,-1.0,20.0
227,Harvey Lewis Barnes,23,881625600,Premier League,2017/2018,Midfielder,Leicester City,7,England,3,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0,2,0,0,0.0,-1,-1,-1,24,23.0,Premier League,2018/2019,Midfielder,Leicester City,1007.0,England,16.0,1.0,2.0,0.0,0.0,3.0,16.0,0.0,0.0,0.27,0.18,0.09,1007.0,1.43,63.0,63.0,0.0,504.0,0.0,175.0,78.0,-1.0,10.0,23.0,Premier League,2019/2020,Midfielder,Leicester City,2091.0,England,36.0,6.0,8.0,0.0,0.0,12.0,23.0,0.0,0.0,0.6,0.34,0.26,349.0,0.99,91.0,58.0,0.0,261.0,0.0,68.0,15.0,-1.0,3.0
228,Hector Bellerin,25,795571200,Premier League,2017/2018,Defender,Arsenal,3051,Spain,35,2,3,0,0,12,41,5,0,0.15,0.09,0.06,1526,1.21,74,87,610,1017,0.15,201,153,68,11,25.0,Premier League,2018/2019,Defender,Arsenal,1535.0,Spain,19.0,0.0,5.0,0.0,0.0,4.0,20.0,3.0,0.0,0.29,0.29,0.0,0.0,1.17,77.0,81.0,512.0,307.0,0.18,385.0,26.0,61.0,27.0,25.0,Premier League,2019/2020,Defender,Arsenal,1159.0,Spain,15.0,1.0,0.0,0.0,0.0,6.0,16.0,2.0,0.0,0.08,0.0,0.08,1159.0,1.24,72.0,77.0,580.0,0.0,0.16,176.0,327.0,72.0,8.0
229,Henri Saivet,30,656899200,Premier League,2017/2018,Forward,Newcastle United,84,Senegal,1,1,0,0,0,0,2,0,0,1.07,0.0,1.07,84,2.14,42,84,0,0,0.0,-1,-1,-1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Henrikh Mkhitaryan,31,601344000,Premier League,2017/2018,Midfielder,Arsenal,1725,Armenia,26,3,9,0,0,14,15,2,0,0.63,0.47,0.16,575,0.78,115,66,863,192,0.1,111,5,-1,7,31.0,Premier League,2018/2019,Midfielder,Arsenal,1643.0,Armenia,25.0,6.0,4.0,0.0,0.0,4.0,25.0,1.0,0.0,0.55,0.22,0.33,274.0,1.37,66.0,66.0,1643.0,411.0,0.05,53.0,56.0,-1.0,3.0,31.0,Premier League,2019/2020,Midfielder,Arsenal,111.0,Armenia,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,111.0,0.0,0.81,-1.0,-1.0,-1.0,25.0
231,Heung-Min Son,28,710553600,Premier League,2017/2018,Forward,Tottenham Hotspur,2311,South Korea,37,12,6,0,0,16,16,0,0,0.7,0.23,0.47,193,0.62,144,62,0,385,0.0,23,48,-1,2,28.0,Premier League,2018/2019,Forward,Tottenham Hotspur,2048.0,South Korea,31.0,12.0,6.0,0.0,0.0,11.0,20.0,3.0,1.0,0.79,0.26,0.53,171.0,0.88,102.0,66.0,512.0,341.0,0.18,14.0,34.0,-1.0,2.0,28.0,Premier League,2019/2020,Forward,Tottenham Hotspur,2485.0,South Korea,30.0,11.0,10.0,0.0,1.0,8.0,30.0,2.0,2.0,0.76,0.36,0.4,226.0,1.09,83.0,83.0,621.0,249.0,0.14,37.0,13.0,-1.0,2.0
232,Heurelho da Silva Gomes,39,351043200,Premier League,2017/2018,Goalkeeper,Watford,2129,Brazil,24,0,0,0,0,5,37,0,0,0.0,0.0,0.0,0,1.56,58,89,0,0,0.0,340,294,146,17,39.0,Premier League,2018/2019,Goalkeeper,Watford,0.0,Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,39.0,Premier League,2019/2020,Goalkeeper,Watford,0.0,Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
